unit	note_no	source_scan	source_printed	anchor_status	sig_excerpt
chapter/2	88	62	45	matched	adbeenformed
chapter/2	89	63	46	matched	riptionstell
chapter/2	90	63	46	matched	ntheircourse
chapter/2	91	63	46	matched	ionsweremade
chapter/2	92	63	46	matched	sorplastrons
chapter/2	93	63	46	matched	gewithabrush
chapter/2	94	63	46	matched	alligraphers
chapter/2	95	63	46	matched	certaincases
chapter/2	96	64	47	matched	arvedifatall
chapter/2	97	64	47	matched	rlightyellow
chapter/2	98	64	47	matched	acterstocopy
chapter/2	99	64	47	matched	avebeenfound
chapter/2	100	64	47	matched	ercisesheets
chapter/2	101	64	47	matched	ravingknives
chapter/2	102	65	48	matched	boneandshell
chapter/2	103	65	48	matched	finelyshaped
chapter/2	104	65	48	matched	tvarygreatly
chapter/2	105	65	48	matched	tlyidentical
chapter/2	106	66	49	matched	sameplastron
chapter/2	107	66	49	matched	ialengravers
chapter/2	108	66	49	matched	htheevidence
chapter/2	109	66	49	matched	stbecarvedas
chapter/2	110	66	49	matched	pletedtoread
chapter/2	111	66	49	matched	inscriptions
chapter/2	112	67	50	matched	owhichcracks
chapter/2	113	67	50	matched	backofashell
chapter/2	114	67	50	matched	ichitappears
chapter/2	115	67	50	matched	chinesetexts
chapter/2	116	67	50	matched	mrighttoleft
chapter/2	117	67	50	matched	scapulapairs
chapter/2	118	67	50	matched	flectionsfig
chapter/2	119	67	50	matched	izontallines
chapter/2	120	67	50	matched	norviceversa
chapter/2	121	67	50	matched	rticalcolumn
chapter/2	122	67	50	matched	lastronareas
chapter/2	125	69	52	matched	mlefttoright
chapter/2	126	69	52	matched	weverdoexist
chapter/2	127	69	52	matched	ehyoplastron
chapter/2	128	69	52	matched	ehyoplastron
chapter/2	129	69	52	matched	therthandown
chapter/2	130	69	52	matched	eforetheleft
chapter/2	131	69	52	matched	mtoptobottom
chapter/2	132	69	52	matched	hedayspassed
chapter/2	133	69	52	matched	gedupthebone
chapter/2	134	69	52	matched	wasirregular
chapter/2	141	71	54	matched	dcracksalone
chapter/2	142	71	54	matched	remorecommon
chapter/2	143	71	54	matched	tantfunction
chapter/2	144	71	54	matched	placedonthem
chapter/2	145	71	54	matched	laterperiods
chapter/2	146	72	55	matched	rownandblack
chapter/2	147	72	55	matched	onswithbrown
chapter/2	148	72	55	matched	iaisnotclear
chapter/2	149	72	55	matched	andbeautiful
chapter/2	151	72	55	matched	ediviningrod
chapter/2	152	72	55	matched	endetermined
chapter/2	153	72	55	tess-fallback	
chapter/2	150	72	55	no-marker	
chapter/2	154	73	56	matched	ebeencolored
chapter/2	155	73	56	matched	hesamereason
chapter/2	156	73	56	matched	emmorepotent
chapter/3	1	74	57	matched	inscriptions
chapter/3	2	74	57	matched	heymaybeused
chapter/3	4	74	57	matched	rmofrubbings
chapter/3	3	74	57	no-marker	
chapter/3	5	75	58	matched	oquestionsec
chapter/3	6	75	58	no-marker	
chapter/3	7	76	59	matched	ferenceworks
chapter/3	8	76	59	matched	dictionaries
chapter/3	9	76	59	no-marker	
chapter/3	10	77	60	matched	reviatedckwt
chapter/3	11	77	60	matched	inscriptions
chapter/3	12	77	60	matched	iculargraphs
chapter/3	13	77	60	matched	huowensystem
chapter/3	14	78	61	matched	cddictionary
chapter/3	15	78	61	matched	dchouvessels
chapter/3	16	78	61	matched	breviatedgsr
chapter/3	17	78	61	matched	jigogenjiten
chapter/3	18	78	61	matched	kanjinokigen
chapter/3	19	78	61	matched	ecollections
chapter/3	20	78	61	matched	enclassified
chapter/3	21	79	62	matched	enotincluded
chapter/3	22	79	62	matched	entzuchishih
chapter/3	23	79	62	matched	jenwutungkao
chapter/3	24	79	62	matched	esofdiviners
chapter/3	25	79	62	matched	utdifficulty
chapter/3	26	80	62	matched	titleindexes
chapter/3	27	80	62	matched	mtheyinruins
chapter/3	28	80	62	matched	iakunienpiao
chapter/3	29	80	62	matched	heworkscited
chapter/3	30	80	62	matched	ybeconsulted
chapter/3	31	80	62	matched	beoverlooked
chapter/3	32	80	62	matched	inscriptions
chapter/3	33	81	63	matched	isathornyone
chapter/3	34	81	63	matched	intofanother
chapter/3	35	81	63	matched	ochisanother
chapter/3	36	81	63	matched	anshangusage
chapter/3	37	82	64	matched	neralmeaning
chapter/3	38	82	64	matched	translations
chapter/3	39	82	64	matched	tesorglosses
chapter/3	40	82	64	matched	ywenyentexts
chapter/3	41	83	65	matched	iosyncrasies
chapter/3	42	83	65	matched	entencetypes
chapter/3	43	83	65	matched	dbeconsulted
chapter/3	44	83	65	matched	ousnegatives
chapter/3	45	84	66	matched	surmountable
chapter/3	46	84	66	matched	snotyetclear
chapter/3	47	84	66	matched	sgiveuspause
chapter/3	48	85	67	matched	eboneorshell
chapter/3	49	85	67	matched	nescripttype
chapter/3	50	85	67	matched	hichitadopts
chapter/3	51	85	67	matched	ndasaloanfor
chapter/3	52	85	67	no-marker	
chapter/3	53	86	68	matched	scriptarefew
chapter/3	54	86	68	matched	eintoaccount
chapter/3	55	86	68	matched	rinchoutexts
chapter/3	56	86	68	matched	periodgraphs
chapter/3	57	86	68	matched	lbenofirefig
chapter/3	58	86	68	matched	ncedlikexwar
chapter/3	59	87	69	matched	rnkuinperiod
chapter/3	61	87	69	matched	lamecalamity
chapter/3	62	87	69	matched	inscriptions
chapter/3	63	87	69	matched	nticemphasis
chapter/3	60	87	69	no-marker	
chapter/3	64	88	70	matched	tedcorrectly
chapter/3	65	88	70	matched	oplastronfig
chapter/3	66	88	70	matched	rmalsequence
chapter/3	67	88	70	matched	monexception
chapter/3	68	89	71	matched	ementswehave
chapter/3	69	89	71	matched	ionslistedat
chapter/3	70	89	71	matched	aypindivined
chapter/3	71	89	71	matched	xiswascommon
chapter/3	73	90	72	matched	ngandfarming
chapter/3	74	90	72	matched	ntomeaninchi
chapter/3	78	92	73	matched	tedbylocheny
chapter/3	80	92	73	matched	winelibation
chapter/3	81	92	73	matched	ncedtraveler
chapter/3	79	92	73	no-marker	
chapter/3	82	93	74	matched	hthewasdoing
chapter/3	83	93	74	matched	iveplastrons
chapter/3	84	94	75	matched	entialtodoso
chapter/3	85	95	76	matched	ceinthiscase
chapter/3	86	95	76	matched	ceinthiscase
chapter/3	87	96	77	matched	ceinthiscase
chapter/3	89	96	77	matched	lbefavorable
chapter/3	88	96	77	no-marker	
chapter/3	90	97	78	matched	auseoffuchia
chapter/3	91	97	78	matched	ingchansseen
chapter/3	95	98	79	matched	iciencycfsec
chapter/3	96	98	79	matched	ftnumberless
chapter/3	92	98	79	no-marker	
chapter/3	93	98	79	no-marker	
chapter/3	94	98	79	no-marker	
chapter/3	97	99	80	matched	plastronback
chapter/3	98	100	81	matched	garrisoncamp
chapter/3	99	100	81	matched	eceivedthere
chapter/3	100	100	81	matched	snotrecorded
chapter/3	101	100	81	matched	iveplastrons
chapter/3	102	100	81	matched	andthepafang
chapter/3	103	100	81	matched	lowwangcheng
chapter/3	104	101	82	matched	astronsetkuo
chapter/3	105	101	82	matched	gthismeaning
chapter/3	106	101	82	matched	abbreviation
chapter/3	107	101	82	matched	ackingsinall
chapter/3	108	101	82	matched	onofstrategy
chapter/3	109	101	82	matched	easytoobtain
chapter/3	110	102	83	matched	ingfragments
chapter/3	112	102	83	matched	ablythekings
chapter/3	113	102	83	matched	ndivinations
chapter/3	114	102	83	matched	thesicktooth
chapter/3	115	103	83	matched	estralcurses
chapter/3	116	103	83	matched	dedthethrone
chapter/3	117	103	83	matched	edivinations
chapter/3	118	104	84	matched	nostications
chapter/3	119	104	84	matched	ntifiedinsec
chapter/3	120	105	85	matched	noninthewest
chapter/3	121	106	86	matched	eevencracked
chapter/3	122	106	86	matched	sintheground
chapter/4	1	108	88	matched	vechronology
chapter/4	2	108	88	matched	ofrefinement
chapter/4	5	110	90	no-marker	
chapter/4	8	111	91	matched	hivbandlatev
chapter/4	10	111	91	matched	ivecertainty
chapter/4	11	111	91	matched	toricalterms
chapter/4	9	111	91	no-marker	
chapter/4	12	112	92	matched	sofarpossess
chapter/4	13	112	92	no-marker	
chapter/4	14	113	93	matched	tgrandfather
chapter/4	15	113	93	matched	orwenwutingk
chapter/4	16	113	93	matched	tionforwuyik
chapter/4	17	113	93	matched	ineachperiod
chapter/4	18	113	93	matched	opriateorder
chapter/4	19	113	93	matched	thespiritsof
chapter/4	20	113	93	matched	gtachiatsuyi
chapter/4	21	113	93	matched	ercdddbkikkk
chapter/4	22	113	93	matched	ingseniority
chapter/4	23	114	94	matched	tohsiangchia
chapter/4	24	114	94	matched	inscriptions
chapter/4	25	115	95	matched	inssonwukeng
chapter/4	26	116	97	matched	rdedbyyipien
chapter/4	27	116	97	matched	ndfatherhsin
chapter/4	28	116	97	matched	fhisbrothers
chapter/4	29	117	98	matched	rsingtheking
chapter/4	30	117	98	matched	ensyangchiak
chapter/4	31	117	98	matched	inscriptions
chapter/4	32	118	99	matched	eignofwuting
chapter/4	33	118	99	matched	ntemporaries
chapter/4	34	118	99	matched	hesameperiod
chapter/4	35	118	99	matched	attheywerein
chapter/4	36	118	99	matched	lywereactive
chapter/4	37	119	100	matched	enisnotclear
chapter/4	38	119	100	matched	ingcriterion
chapter/4	39	119	100	matched	nequivocally
chapter/4	40	120	101	matched	ativelysmall
chapter/4	41	120	101	matched	edsmorestudy
chapter/4	43	120	101	matched	thaninperiod
chapter/4	44	120	101	matched	lfamilygroup
chapter/4	42	120	101	no-marker	
chapter/4	45	121	102	matched	eatlyrefined
chapter/4	46	121	102	matched	eededanother
chapter/4	47	121	102	tess-fallback	
chapter/4	59	124	105	matched	openinothers
chapter/4	60	124	105	matched	oreelongated
chapter/4	61	124	105	matched	kinginenergy
chapter/4	62	124	105	matched	ithcertainty
chapter/4	63	125	106	matched	riodsiiiandv
chapter/4	65	125	106	matched	rsthancurves
chapter/4	66	125	106	matched	tofanyperiod
chapter/4	67	125	106	matched	ofperiodvfig
chapter/4	68	125	106	matched	ictraditions
chapter/4	64	125	106	no-marker	
chapter/4	69	126	107	matched	syetbeenmade
chapter/4	70	126	107	matched	tingcriteria
chapter/4	71	126	107	matched	oricalperiod
chapter/4	72	126	107	matched	inscriptions
chapter/4	73	126	107	matched	ianepigraphy
chapter/4	74	126	107	matched	icandcomplex
chapter/4	75	126	107	matched	ictorytrends
chapter/4	76	127	108	matched	changeatwork
chapter/4	77	127	108	matched	ifythegraphs
chapter/4	78	127	108	matched	rthanperiodv
chapter/4	79	127	108	matched	delsofperiod
chapter/4	80	127	108	matched	morevariants
chapter/4	81	127	108	matched	nperiodiiiiv
chapter/4	82	128	109	matched	iivorearlier
chapter/4	83	128	109	matched	relativedate
chapter/4	84	129	110	matched	lyonthefront
chapter/4	86	129	110	matched	boneandshell
chapter/4	87	129	110	matched	riodvasinfig
chapter/4	88	129	110	matched	sedinperiodv
chapter/4	85	129	110	tess-fallback	
chapter/4	89	130	112	matched	lafterperiod
chapter/4	90	130	112	matched	isnotcertain
chapter/4	91	130	112	matched	inallperiods
chapter/4	92	130	112	matched	eriodization
chapter/4	93	130	112	matched	tainformulas
chapter/4	94	130	112	matched	lfamilygroup
chapter/4	95	130	112	matched	yinoneperiod
chapter/4	96	131	113	matched	ionbytheking
chapter/4	97	131	113	matched	enintodisuse
chapter/4	99	132	114	matched	benodisaster
chapter/4	101	132	114	matched	andinperiodv
chapter/4	102	132	114	matched	ntsinthisway
chapter/4	100	132	114	no-marker	
chapter/4	103	133	115	matched	iouspostface
chapter/4	104	133	115	matched	chienchiakii
chapter/4	105	133	115	matched	tionpostface
chapter/4	106	133	115	matched	dritualcycle
chapter/4	107	133	115	matched	nlyinperiodv
chapter/4	108	133	115	matched	yfromperiodv
chapter/4	109	133	115	matched	tthesamesite
chapter/4	110	134	116	matched	inauspicious
chapter/4	112	134	116	matched	emaltogether
chapter/4	113	134	116	matched	nerbyperiodv
chapter/4	114	134	116	matched	onsofperiodi
chapter/4	115	134	116	matched	ngonlythechi
chapter/4	111	134	116	no-marker	
chapter/4	116	135	117	matched	aasthecharge
chapter/4	118	135	117	matched	lfamilygroup
chapter/4	119	135	117	matched	larevolution
chapter/4	120	135	117	matched	afterperiodi
chapter/4	121	135	117	matched	erifications
chapter/4	117	135	117	no-marker	
chapter/4	122	135	117	no-marker	
chapter/4	123	135	117	no-marker	
chapter/4	124	136	118	matched	otunderstood
chapter/4	125	136	118	matched	acknotations
chapter/4	126	136	118	matched	verification
chapter/4	127	136	118	matched	nlessdeerone
chapter/4	128	136	118	matched	ythiswasused
chapter/4	129	136	118	matched	ightitrained
chapter/4	130	136	118	matched	nlyinperiodv
chapter/4	131	137	119	matched	everexceeded
chapter/4	132	137	119	matched	sedbyperiodv
chapter/4	133	137	119	matched	lyauspicious
chapter/4	134	138	120	matched	tagaincharge
chapter/4	136	138	120	matched	edinperiodii
chapter/4	137	138	120	matched	relyrecorded
chapter/4	135	138	120	no-marker	
chapter/4	138	139	121	matched	heirpresence
chapter/4	139	139	121	matched	therresearch
chapter/4	140	140	122	matched	equalnumbers
chapter/4	141	140	122	matched	dandpolished
chapter/4	142	140	122	matched	rafterperiod
chapter/4	143	140	122	matched	scribedbones
chapter/4	144	140	122	matched	heearlyshang
chapter/4	145	141	123	matched	noftheshapes
chapter/4	146	141	123	matched	ndandshallow
chapter/4	147	141	123	matched	longandlarge
chapter/4	148	141	123	matched	eatchengchou
chapter/4	149	141	123	matched	eanyangphase
chapter/4	150	141	123	matched	viningmedium
chapter/4	151	141	123	matched	periodsiitov
chapter/4	152	141	123	matched	aperiodidate
chapter/4	153	142	124	matched	hschinhsiung
chapter/4	154	142	124	matched	ngalltherest
chapter/4	155	142	124	matched	nitsentirety
chapter/4	156	142	124	matched	tudyrequires
chapter/4	157	142	124	matched	lateperiodiv
chapter/4	158	142	124	matched	searchsample
chapter/4	159	143	125	matched	shapechanges
chapter/4	161	143	125	matched	needrevision
chapter/4	162	143	125	matched	ksbehindthem
chapter/4	163	143	125	matched	nddisordered
chapter/4	164	143	125	matched	lyshangsites
chapter/4	160	143	125	no-marker	
chapter/4	165	144	127	matched	eatchengchou
chapter/4	166	144	127	matched	rackpatterns
chapter/4	167	144	127	matched	therresearch
chapter/4	168	144	127	matched	lbeirregular
chapter/4	169	145	128	matched	beeninperiod
chapter/4	170	145	128	matched	iodsiiiandiv
chapter/4	171	145	128	matched	furtherstudy
chapter/4	172	145	128	matched	beidentified
chapter/4	173	145	128	matched	eenpublished
chapter/4	174	145	128	matched	sintheground
chapter/4	175	146	129	matched	ughthatmaybe
chapter/4	176	146	129	matched	edintothepit
chapter/4	177	146	129	matched	ghlyconfused
chapter/4	178	146	129	matched	ncertainties
chapter/4	180	147	130	matched	ysignificant
chapter/4	181	147	130	matched	everappeared
chapter/4	182	147	130	matched	nsinchiapien
chapter/4	179	147	130	no-marker	
chapter/4	183	148	131	matched	lsisnotclear
chapter/4	184	148	131	matched	eambiguities
chapter/4	185	148	131	matched	otherdefects
chapter/4	187	149	132	matched	oughlyprobed
chapter/4	188	150	133	no-marker	
chapter/5	1	151	134	matched	icalsourcesl
chapter/5	3	151	134	matched	hangcalendar
chapter/5	4	151	134	matched	organization
chapter/5	5	151	134	matched	ityanddating
chapter/5	2	151	134	no-marker	
chapter/5	6	152	135	no-marker	
chapter/5	7	152	135	no-marker	
chapter/5	8	152	135	no-marker	
chapter/5	9	152	135	no-marker	
chapter/5	10	153	136	matched	rsofreligion
chapter/5	11	153	136	matched	shangculture
chapter/5	12	154	137	matched	ceanimatedit
chapter/5	13	154	137	matched	ndthetaotieh
chapter/5	14	155	138	matched	tobeaccurate
chapter/5	15	155	138	matched	hertreatment
chapter/5	16	155	138	matched	rtainperiods
chapter/5	17	155	138	matched	wsoftheshang
chapter/5	18	155	138	matched	nperiodiiiiv
chapter/5	19	156	139	matched	geofhsiaotun
chapter/5	20	156	139	matched	satchengchou
chapter/5	21	156	139	matched	endiscovered
chapter/5	22	157	140	matched	andvseetable
chapter/5	23	157	140	matched	isnotcertain
chapter/5	24	157	140	matched	efiveperiods
chapter/5	25	157	140	matched	aybythegraph
chapter/5	26	157	140	matched	ndathsiaotun
chapter/5	27	157	140	matched	inscriptions
chapter/5	28	157	140	matched	largenumbers
chapter/5	29	158	141	matched	enaltogether
chapter/5	30	158	141	matched	surmountable
chapter/5	31	158	141	matched	unbetweenand
chapter/5	32	158	141	matched	smaybejudged
chapter/5	33	158	141	matched	apedetection
chapter/5	34	158	141	matched	teriadoexist
chapter/5	35	159	142	matched	hisexpertise
chapter/5	46	162	145	matched	nsinquestion
chapter/5	47	162	145	matched	tscholarship
chapter/5	52	164	146	matched	irusefulness
chapter/5	53	164	146	matched	notinscribed
chapter/5	54	164	146	matched	otographwell
chapter/5	55	164	146	matched	inscriptions
chapter/5	56	165	147	matched	atlywelcomed
chapter/5	57	165	147	matched	enreproduced
chapter/5	58	165	147	matched	whenpossible
chapter/5	59	165	147	matched	gounremarked
chapter/5	60	165	147	matched	angformalone
chapter/5	61	166	148	matched	erequivalent
chapter/5	62	166	148	matched	hiclandscape
chapter/5	63	166	148	matched	ingcharacter
chapter/5	64	167	149	matched	alimportance
chapter/5	65	167	149	matched	llyexcavated
chapter/5	66	167	149	matched	ividualbasis
chapter/5	67	167	149	matched	ertechnology
chapter/5	69	167	149	matched	rrortogether
chapter/5	68	167	149	no-marker	
chapter/5	70	168	150	matched	fthequestion
chapter/5	72	168	150	matched	orexamplefig
chapter/5	73	168	150	matched	tedtobewrong
chapter/5	75	168	150	matched	aiscompleted
chapter/5	76	168	150	matched	turesmatched
chapter/5	77	168	150	matched	orexamplefig
chapter/5	71	168	150	no-marker	
chapter/5	74	168	150	no-marker	
chapter/5	78	169	151	matched	thoseperiods
chapter/5	79	169	151	matched	recontiguous
chapter/5	80	169	151	matched	wofthematter
chapter/5	81	170	152	matched	nceposterity
chapter/5	82	170	152	matched	transmitters
chapter/5	83	170	152	matched	ichhavetrace
chapter/5	84	170	152	matched	toryasawhole
chapter/5	85	170	152	matched	thchinaplain
chapter/5	86	171	153	matched	ydidatdelphi
chapter/5	87	171	153	matched	legitimation
chapter/5	88	171	153	matched	anginthatway
chapter/5	89	171	153	matched	orthemselves
chapter/5	90	172	154	matched	thehistorian
chapter/5	92	172	154	matched	izedunreason
chapter/5	93	172	154	matched	terofhistory
chapter/5	94	172	154	matched	extendourown
chapter/5	91	172	154	no-marker	
appendix/1	2	175	157	no-marker	
appendix/2	1	178	161	no-fuzzy-match	ntlythanbone
appendix/2	2	178	161	no-fuzzy-match	lboneratioof
appendix/2	3	178	161	matched	ntscapulaeis
appendix/2	4	178	161	no-fuzzy-match	lboneratioof
appendix/2	5	178	161	no-marker	
appendix/2	6	178	161	no-marker	
appendix/2	15	180	163	matched	calculations
appendix/2	16	180	163	matched	pproximately
appendix/2	17	180	163	matched	containsover
appendix/2	19	181	164	matched	litarytopics
appendix/2	20	181	164	matched	ptionsonbone
appendix/2	21	181	164	matched	ptionsonbone
appendix/2	23	181	164	matched	tdivinations
appendix/2	24	181	164	matched	meproportion
appendix/2	25	181	164	matched	oricalperiod
appendix/2	26	181	164	matched	riousperiods
appendix/3	2	182	165	no-fuzzy-match	dorpublished
appendix/3	1	182	165	no-marker	
appendix/3	3	183	166	matched	dasvalueless
appendix/3	4	183	166	matched	lasinscribed
appendix/3	6	183	166	matched	onbetweenand
appendix/3	5	183	166	no-marker	
appendix/3	7	183	166	no-marker	
appendix/3	26	187	170	matched	chtendayweek
appendix/3	27	187	170	matched	ghtmagnitude
appendix/4	1	188	171	matched	gyabriefnote
appendix/4	2	188	171	no-fuzzy-match	inappendixes
appendix/4	3	188	171	no-fuzzy-match	ppendixesand
appendix/4	4	188	171	no-fuzzy-match	ricalrecords
appendix/4	12	190	173	matched	ebeensodated
